customer_id	name	state	city	email	created_at	ts
576fe3e1-b312-415b-998d-e1e482a8e12a	Matthew Callahan	California	South Sarah	lhurley@example.net	2024-08-05T21:53:00.804141	1722874980.804146
77bf39fd-3e2d-4123-9655-6fdaa00d26b6	Bianca Miranda	Montana	New Austinfurt	meyersleah@example.net	2024-08-05T21:53:00.804722	1722874980.804726
a73aede6-7621-454b-9a6f-c135f683dc73	Charles Thomas	Kentucky	East Christopher	ekoch@example.com	2024-08-05T21:53:00.805213	1722874980.805217
387399f6-5038-496b-a71e-68d98a93c485	Hailey Munoz	Hawaii	South Kelseyland	tdoyle@example.com	2024-08-05T21:53:00.805701	1722874980.805705
c773e26e-9b8e-442d-8ee9-5bcf5e6e979d	Craig Sosa	Arizona	Port Richard	rebeccahebert@example.com	2024-08-05T21:53:00.806273	1722874980.806277
2cfd7a3c-b4be-40c0-a9af-b3812cfbed90	Patrick Mendoza	Massachusetts	Lake Sara	garciasamuel@example.net	2024-08-05T21:53:00.806835	1722874980.806839
5cf3197d-c087-431e-8bda-64be60889b2e	Jessica Stone	Washington	New Patrickport	khanjames@example.net	2024-08-05T21:53:00.807417	1722874980.807421
36ece79c-a8bd-4e6b-898f-c64abd30f368	Thomas Mitchell	Arkansas	Katherinefurt	dalton87@example.org	2024-08-05T21:53:00.807861	1722874980.807866
62edec85-5d63-45a0-ba6a-1db0564ede90	Stanley Hardin	Wisconsin	Tapiamouth	griffinmichelle@example.com	2024-08-05T21:53:00.808478	1722874980.808482
83d4249f-21b6-4847-af04-8af1666cd045	James Gentry	Michigan	Christophershire	woodbridget@example.net	2024-08-05T21:53:00.809051	1722874980.809056
313309ce-df32-4263-a1b2-a8e40909bf0b	Katherine Thomas	Utah	South Kelly	ashleywright@example.net	2024-08-05T21:53:00.809615	1722874980.80962
c201b610-d944-4ecf-af30-629ca77f80d9	Michelle Ayers	Connecticut	South Michelle	jenniferphillips@example.org	2024-08-05T21:53:00.810193	1722874980.810197
5c9372fa-ca59-46d3-82f8-7794dbecbbd0	Jeremy Tucker	Idaho	North Eric	christinerichardson@example.org	2024-08-05T21:53:00.810752	1722874980.810756
cbcd3bab-44ac-4b63-8a88-88dcc4f9d122	Steven Simmons	North Carolina	Port Veronica	manuelgonzalez@example.org	2024-08-05T21:53:00.811330	1722874980.811334
09b66ba6-6069-42f9-950d-7d84b9c5f6c6	Stacey Ortiz	North Carolina	Morristown	jim62@example.net	2024-08-05T21:53:00.811816	1722874980.81182
50749157-fe88-407a-8caf-b30f20d6011e	Jeremy Hoffman	New Hampshire	Colemanside	benjaminharris@example.net	2024-08-05T21:53:00.812430	1722874980.812434
8112eb66-933f-4f53-9d4c-da7797e8884a	Christopher Nelson	New Hampshire	North Bailey	drowe@example.org	2024-08-05T21:53:00.812920	1722874980.812924
a86429ff-548c-422e-a846-466855500dad	Jamie Riddle DDS	Arkansas	Deborahstad	ashleybarker@example.net	2024-08-05T21:53:00.813502	1722874980.813506
8b9423a8-28b8-4729-8492-1d0860c099e0	William Robinson	Pennsylvania	Lake Zacharychester	randy37@example.com	2024-08-05T21:53:00.813963	1722874980.813967
c66dd158-8fc3-4ff1-bcb2-8bf93673abdc	Timothy Wise	Georgia	North Daniel	nicolemoses@example.com	2024-08-05T21:53:00.814531	1722874980.814535
cdc4f4ea-bf19-4608-9739-a55cd93211f4	Gregory Swanson	North Dakota	Deannaport	durangregg@example.org	2024-08-05T21:53:00.815106	1722874980.81511
513865c3-714c-43a9-9073-33914ab77e65	John Holmes	New Jersey	Lauraberg	kellycole@example.org	2024-08-05T21:53:00.815669	1722874980.815673
1ec72199-13f6-4fc7-aa48-eee981642b88	Tyler Proctor	Idaho	Reyesmouth	melissa79@example.org	2024-08-05T21:53:00.816160	1722874980.816165
9d064ceb-1a97-40bb-a7db-3e0b1923facc	Matthew Guerra	Louisiana	South Kayla	monica73@example.org	2024-08-05T21:53:00.816608	1722874980.816612
31daa3a3-921a-4de6-afe0-56ebe725a7e4	Mr. Michael Little	North Carolina	Lisafurt	aleclopez@example.org	2024-08-05T21:53:00.817201	1722874980.817206
f3c86a24-e4eb-4870-8674-f1101d80291d	Victor Ali	North Carolina	Port Michael	thomascampbell@example.com	2024-08-05T21:53:00.817763	1722874980.817767
39eddde4-a049-4731-8954-6a6443686603	Angela Fry	Idaho	Port Joseph	nharding@example.org	2024-08-05T21:53:00.818256	1722874980.81826
4fe03a63-08e5-4d16-b6de-ad63a121c765	Donna Kidd	Wyoming	Gonzalezville	villanuevajason@example.com	2024-08-05T21:53:00.818869	1722874980.818873
8dc1c2ae-338d-4663-b55b-63965b1289cf	Jennifer Rogers	Washington	New Melinda	cwhite@example.net	2024-08-05T21:53:00.819367	1722874980.819371
bb3f48a7-7b57-4a5c-9594-d8de6a345ffd	Donna Richardson	North Carolina	Jasonton	michaelclay@example.org	2024-08-05T21:53:00.819949	1722874980.819953
d5606030-d747-4557-9a6f-7cac9459f0fd	Nicholas West	Rhode Island	Lake Dylanfurt	mstrong@example.org	2024-08-05T21:53:00.820437	1722874980.820441
e5e57066-deee-4604-b39f-946e54aacbbe	Michael Rowe	Michigan	Brandtville	ymcclain@example.com	2024-08-05T21:53:00.820963	1722874980.820967
3263b900-3942-426e-95e8-a988c2e3954f	Caroline Thomas	Arkansas	Perezside	tmarsh@example.com	2024-08-05T21:53:00.821485	1722874980.821489
9f2299ac-a5aa-4788-980a-f78f5df03beb	Toni Miller	Michigan	Leahshire	pfoster@example.com	2024-08-05T21:53:00.821984	1722874980.821988
abc34298-1c60-4fcd-9c99-97bf266ebac2	Kathy Cox	New Hampshire	North Michellefort	fadams@example.net	2024-08-05T21:53:00.822475	1722874980.822479
5d38b27b-28eb-4f72-89e0-006e851b1210	Tonya Henry	Virginia	North Davidshire	evansjeffrey@example.org	2024-08-05T21:53:00.823075	1722874980.823079
